submission_id,QUD,RT,age,comments,endTime,experiment_id,fileID,gender,is_expert,min_chars,option1,option2,optionLeft,optionRight,picture,question,response,snellen_result,startDate,startTime,timeSpent,trial_name,trial_number
439,,2377,98,hier bin ich ein experte,1562674093708,71,36,divers,Yes,NA,NA,NA,not at all,very much,images/stimuli/36.jpg,How much do you like this painting?,4,11,Tue Jul 09 2019 14:07:02 GMT+0200 (Mitteleuropäische Sommerzeit),1562674022061,1.1941166666666667,b1_exp,9
439,,2249,98,hier bin ich ein experte,1562674093708,71,58,divers,Yes,NA,NA,NA,not at all,very much,images/stimuli/58.jpg,How much do you like this painting?,7,11,Tue Jul 09 2019 14:07:02 GMT+0200 (Mitteleuropäische Sommerzeit),1562674022061,1.1941166666666667,b1_exp,10
439,,1973,98,hier bin ich ein experte,1562674093708,71,49,divers,Yes,NA,NA,NA,not at all,very much,images/stimuli/49.jpg,How much do you like this painting?,5,11,Tue Jul 09 2019 14:07:02 GMT+0200 (Mitteleuropäische Sommerzeit),1562674022061,1.1941166666666667,b1_exp,11
439,,646,98,hier bin ich ein experte,1562674093708,71,16,divers,Yes,NA,NA,NA,not at all,very much,images/stimuli/16.jpg,How much do you like this painting?,7,11,Tue Jul 09 2019 14:07:02 GMT+0200 (Mitteleuropäische Sommerzeit),1562674022061,1.1941166666666667,b1_exp,12
439,,1516,98,hier bin ich ein experte,1562674093708,71,12,divers,Yes,NA,NA,NA,not at all,very much,images/stimuli/12.jpg,How much do you like this painting?,6,11,Tue Jul 09 2019 14:07:02 GMT+0200 (Mitteleuropäische Sommerzeit),1562674022061,1.1941166666666667,b1_exp,13
439,,2111,98,hier bin ich ein experte,1562674093708,71,13,divers,Yes,NA,NA,NA,not at all,very much,images/stimuli/13.jpg,How much do you like this painting?,5,11,Tue Jul 09 2019 14:07:02 GMT+0200 (Mitteleuropäische Sommerzeit),1562674022061,1.1941166666666667,b1_exp,14
439,,400,98,hier bin ich ein experte,1562674093708,71,46,divers,Yes,NA,NA,NA,not at all,very much,images/stimuli/46.jpg,How much do you like this painting?,6,11,Tue Jul 09 2019 14:07:02 GMT+0200 (Mitteleuropäische Sommerzeit),1562674022061,1.1941166666666667,b1_exp,15
439,,2327,98,hier bin ich ein experte,1562674093708,71,7,divers,Yes,NA,NA,NA,not at all,very much,images/stimuli/7.jpg,How much do you like this painting?,2,11,Tue Jul 09 2019 14:07:02 GMT+0200 (Mitteleuropäische Sommerzeit),1562674022061,1.1941166666666667,b1_exp,16
439,,2951,98,hier bin ich ein experte,1562674093708,71,11,divers,Yes,NA,NA,NA,not at all,very much,images/stimuli/11.jpg,How much do you like this painting?,1,11,Tue Jul 09 2019 14:07:02 GMT+0200 (Mitteleuropäische Sommerzeit),1562674022061,1.1941166666666667,b1_exp,17
439,,1609,98,hier bin ich ein experte,1562674093708,71,24,divers,Yes,NA,NA,NA,not at all,very much,images/stimuli/24.jpg,How much do you like this painting?,4,11,Tue Jul 09 2019 14:07:02 GMT+0200 (Mitteleuropäische Sommerzeit),1562674022061,1.1941166666666667,b1_exp,18
439,,1190,98,hier bin ich ein experte,1562674093708,71,20,divers,Yes,NA,NA,NA,not at all,very much,images/stimuli/20.jpg,How much do you like this painting?,7,11,Tue Jul 09 2019 14:07:02 GMT+0200 (Mitteleuropäische Sommerzeit),1562674022061,1.1941166666666667,b1_exp,19
439,,222,98,hier bin ich ein experte,1562674093708,71,42,divers,Yes,NA,NA,NA,not at all,very much,images/stimuli/42.jpg,How much do you like this painting?,3,11,Tue Jul 09 2019 14:07:02 GMT+0200 (Mitteleuropäische Sommerzeit),1562674022061,1.1941166666666667,b1_exp,20
439,,1960,98,hier bin ich ein experte,1562674093708,71,38,divers,Yes,NA,NA,NA,not at all,very much,images/stimuli/38.jpg,How much do you like this painting?,5,11,Tue Jul 09 2019 14:07:02 GMT+0200 (Mitteleuropäische Sommerzeit),1562674022061,1.1941166666666667,b1_exp,21
439,,1972,98,hier bin ich ein experte,1562674093708,71,15,divers,Yes,NA,NA,NA,not at all,very much,images/stimuli/15.jpg,How much do you like this painting?,2,11,Tue Jul 09 2019 14:07:02 GMT+0200 (Mitteleuropäische Sommerzeit),1562674022061,1.1941166666666667,b1_exp,22
439,,2703,98,hier bin ich ein experte,1562674093708,71,25,divers,Yes,NA,NA,NA,not at all,very much,images/stimuli/25.jpg,How much do you like this painting?,4,11,Tue Jul 09 2019 14:07:02 GMT+0200 (Mitteleuropäische Sommerzeit),1562674022061,1.1941166666666667,b1_exp,23
439,,1807,98,hier bin ich ein experte,1562674093708,71,56,divers,Yes,NA,NA,NA,not at all,very much,images/stimuli/56.jpg,How much do you like this painting?,6,11,Tue Jul 09 2019 14:07:02 GMT+0200 (Mitteleuropäische Sommerzeit),1562674022061,1.1941166666666667,b1_exp,24
439,,2586,98,hier bin ich ein experte,1562674093708,71,47,divers,Yes,NA,NA,NA,not at all,very much,images/stimuli/47.jpg,How much do you like this painting?,2,11,Tue Jul 09 2019 14:07:02 GMT+0200 (Mitteleuropäische Sommerzeit),1562674022061,1.1941166666666667,b1_exp,25
439,,1823,98,hier bin ich ein experte,1562674093708,71,43,divers,Yes,NA,NA,NA,not at all,very much,images/stimuli/43.jpg,How much do you like this painting?,4,11,Tue Jul 09 2019 14:07:02 GMT+0200 (Mitteleuropäische Sommerzeit),1562674022061,1.1941166666666667,b1_exp,26
439,,1455,98,hier bin ich ein experte,1562674093708,71,8,divers,Yes,NA,NA,NA,not at all,very much,images/stimuli/8.jpg,How much do you like this painting?,3,11,Tue Jul 09 2019 14:07:02 GMT+0200 (Mitteleuropäische Sommerzeit),1562674022061,1.1941166666666667,b1_exp,27
439,,2234,98,hier bin ich ein experte,1562674093708,71,6,divers,Yes,NA,NA,NA,not at all,very much,images/stimuli/6.jpg,How much do you like this painting?,1,11,Tue Jul 09 2019 14:07:02 GMT+0200 (Mitteleuropäische Sommerzeit),1562674022061,1.1941166666666667,b1_exp,28
439,,1549,98,hier bin ich ein experte,1562674093708,71,14,divers,Yes,NA,NA,NA,not at all,very much,images/stimuli/14.jpg,How much do you like this painting?,4,11,Tue Jul 09 2019 14:07:02 GMT+0200 (Mitteleuropäische Sommerzeit),1562674022061,1.1941166666666667,b1_exp,29
439,,2230,98,hier bin ich ein experte,1562674093708,71,17,divers,Yes,NA,NA,NA,not at all,very much,images/stimuli/17.jpg,How much do you like this painting?,1,11,Tue Jul 09 2019 14:07:02 GMT+0200 (Mitteleuropäische Sommerzeit),1562674022061,1.1941166666666667,b1_exp,30
439,,509,98,hier bin ich ein experte,1562674093708,71,5,divers,Yes,NA,NA,NA,not at all,very much,images/stimuli/5.jpg,How much do you like this painting?,5,11,Tue Jul 09 2019 14:07:02 GMT+0200 (Mitteleuropäische Sommerzeit),1562674022061,1.1941166666666667,b1_exp,31
439,,1877,98,hier bin ich ein experte,1562674093708,71,51,divers,Yes,NA,NA,NA,not at all,very much,images/stimuli/51.jpg,How much do you like this painting?,3,11,Tue Jul 09 2019 14:07:02 GMT+0200 (Mitteleuropäische Sommerzeit),1562674022061,1.1941166666666667,b1_exp,32
439,,631,98,hier bin ich ein experte,1562674093708,71,19,divers,Yes,NA,NA,NA,not at all,very much,images/stimuli/19.jpg,How much do you like this painting?,6,11,Tue Jul 09 2019 14:07:02 GMT+0200 (Mitteleuropäische Sommerzeit),1562674022061,1.1941166666666667,b1_exp,33
439,,510,98,hier bin ich ein experte,1562674093708,71,34,divers,Yes,NA,NA,NA,not at all,very much,images/stimuli/34.jpg,How much do you like this painting?,1,11,Tue Jul 09 2019 14:07:02 GMT+0200 (Mitteleuropäische Sommerzeit),1562674022061,1.1941166666666667,b1_exp,34
439,,2541,98,hier bin ich ein experte,1562674093708,71,3,divers,Yes,NA,NA,NA,not at all,very much,images/stimuli/3.jpg,How much do you like this painting?,7,11,Tue Jul 09 2019 14:07:02 GMT+0200 (Mitteleuropäische Sommerzeit),1562674022061,1.1941166666666667,b1_exp,35
439,,707,98,hier bin ich ein experte,1562674093708,71,39,divers,Yes,NA,NA,NA,not at all,very much,images/stimuli/39.jpg,How much do you like this painting?,3,11,Tue Jul 09 2019 14:07:02 GMT+0200 (Mitteleuropäische Sommerzeit),1562674022061,1.1941166666666667,b1_exp,36
439,,353,98,hier bin ich ein experte,1562674093708,71,32,divers,Yes,NA,NA,NA,not at all,very much,images/stimuli/32.jpg,How much do you like this painting?,3,11,Tue Jul 09 2019 14:07:02 GMT+0200 (Mitteleuropäische Sommerzeit),1562674022061,1.1941166666666667,b1_exp,37
439,,1496,98,hier bin ich ein experte,1562674093708,71,41,divers,Yes,NA,NA,NA,not at all,very much,images/stimuli/41.jpg,How much do you like this painting?,1,11,Tue Jul 09 2019 14:07:02 GMT+0200 (Mitteleuropäische Sommerzeit),1562674022061,1.1941166666666667,b1_exp,38
439,,1873,98,hier bin ich ein experte,1562674093708,71,45,divers,Yes,NA,NA,NA,not at all,very much,images/stimuli/45.jpg,How much do you like this painting?,3,11,Tue Jul 09 2019 14:07:02 GMT+0200 (Mitteleuropäische Sommerzeit),1562674022061,1.1941166666666667,b1_exp,39
439,,2962,98,hier bin ich ein experte,1562674093708,71,22,divers,Yes,NA,NA,NA,not at all,very much,images/stimuli/22.jpg,How much do you like this painting?,3,11,Tue Jul 09 2019 14:07:02 GMT+0200 (Mitteleuropäische Sommerzeit),1562674022061,1.1941166666666667,b1_exp,40
439,,2510,98,hier bin ich ein experte,1562674093708,71,35,divers,Yes,NA,NA,NA,not at all,very much,images/stimuli/35.jpg,How much do you like this painting?,1,11,Tue Jul 09 2019 14:07:02 GMT+0200 (Mitteleuropäische Sommerzeit),1562674022061,1.1941166666666667,b1_exp,41
439,,1551,98,hier bin ich ein experte,1562674093708,71,44,divers,Yes,NA,NA,NA,not at all,very much,images/stimuli/44.jpg,How much do you like this painting?,2,11,Tue Jul 09 2019 14:07:02 GMT+0200 (Mitteleuropäische Sommerzeit),1562674022061,1.1941166666666667,b1_exp,42
439,,434,98,hier bin ich ein experte,1562674093708,71,1,divers,Yes,NA,NA,NA,not at all,very much,images/stimuli/1.jpg,How much do you like this painting?,1,11,Tue Jul 09 2019 14:07:02 GMT+0200 (Mitteleuropäische Sommerzeit),1562674022061,1.1941166666666667,b1_exp,43
439,,2358,98,hier bin ich ein experte,1562674093708,71,9,divers,Yes,NA,NA,NA,not at all,very much,images/stimuli/9.jpg,How much do you like this painting?,6,11,Tue Jul 09 2019 14:07:02 GMT+0200 (Mitteleuropäische Sommerzeit),1562674022061,1.1941166666666667,b1_exp,44
439,,170,98,hier bin ich ein experte,1562674093708,71,52,divers,Yes,NA,NA,NA,not at all,very much,images/stimuli/52.jpg,How much do you like this painting?,3,11,Tue Jul 09 2019 14:07:02 GMT+0200 (Mitteleuropäische Sommerzeit),1562674022061,1.1941166666666667,b1_exp,45
439,,2441,98,hier bin ich ein experte,1562674093708,71,53,divers,Yes,NA,NA,NA,not at all,very much,images/stimuli/53.jpg,How much do you like this painting?,2,11,Tue Jul 09 2019 14:07:02 GMT+0200 (Mitteleuropäische Sommerzeit),1562674022061,1.1941166666666667,b1_exp,46
439,,295,98,hier bin ich ein experte,1562674093708,71,21,divers,Yes,NA,NA,NA,not at all,very much,images/stimuli/21.jpg,How much do you like this painting?,2,11,Tue Jul 09 2019 14:07:02 GMT+0200 (Mitteleuropäische Sommerzeit),1562674022061,1.1941166666666667,b1_exp,47
439,,2613,98,hier bin ich ein experte,1562674093708,71,31,divers,Yes,NA,NA,NA,not at all,very much,images/stimuli/31.jpg,How much do you like this painting?,7,11,Tue Jul 09 2019 14:07:02 GMT+0200 (Mitteleuropäische Sommerzeit),1562674022061,1.1941166666666667,b1_exp,48
439,,920,98,hier bin ich ein experte,1562674093708,71,26,divers,Yes,NA,NA,NA,not at all,very much,images/stimuli/26.jpg,How much do you like this painting?,4,11,Tue Jul 09 2019 14:07:02 GMT+0200 (Mitteleuropäische Sommerzeit),1562674022061,1.1941166666666667,b1_exp,49
439,,2871,98,hier bin ich ein experte,1562674093708,71,37,divers,Yes,NA,NA,NA,not at all,very much,images/stimuli/37.jpg,How much do you like this painting?,6,11,Tue Jul 09 2019 14:07:02 GMT+0200 (Mitteleuropäische Sommerzeit),1562674022061,1.1941166666666667,b1_exp,50
439,,111,98,hier bin ich ein experte,1562674093708,71,18,divers,Yes,NA,NA,NA,not at all,very much,images/stimuli/18.jpg,How much do you like this painting?,3,11,Tue Jul 09 2019 14:07:02 GMT+0200 (Mitteleuropäische Sommerzeit),1562674022061,1.1941166666666667,b1_exp,51
439,,1846,98,hier bin ich ein experte,1562674093708,71,40,divers,Yes,NA,NA,NA,not at all,very much,images/stimuli/40.jpg,How much do you like this painting?,2,11,Tue Jul 09 2019 14:07:02 GMT+0200 (Mitteleuropäische Sommerzeit),1562674022061,1.1941166666666667,b1_exp,52
439,,2017,98,hier bin ich ein experte,1562674093708,71,60,divers,Yes,NA,NA,NA,not at all,very much,images/stimuli/60.jpg,How much do you like this painting?,6,11,Tue Jul 09 2019 14:07:02 GMT+0200 (Mitteleuropäische Sommerzeit),1562674022061,1.1941166666666667,b1_exp,53
439,,2361,98,hier bin ich ein experte,1562674093708,71,55,divers,Yes,NA,NA,NA,not at all,very much,images/stimuli/55.jpg,How much do you like this painting?,5,11,Tue Jul 09 2019 14:07:02 GMT+0200 (Mitteleuropäische Sommerzeit),1562674022061,1.1941166666666667,b1_exp,54
439,,2058,98,hier bin ich ein experte,1562674093708,71,23,divers,Yes,NA,NA,NA,not at all,very much,images/stimuli/23.jpg,How much do you like this painting?,7,11,Tue Jul 09 2019 14:07:02 GMT+0200 (Mitteleuropäische Sommerzeit),1562674022061,1.1941166666666667,b1_exp,55
439,,261,98,hier bin ich ein experte,1562674093708,71,30,divers,Yes,NA,NA,NA,not at all,very much,images/stimuli/30.jpg,How much do you like this painting?,2,11,Tue Jul 09 2019 14:07:02 GMT+0200 (Mitteleuropäische Sommerzeit),1562674022061,1.1941166666666667,b1_exp,56
439,,730,98,hier bin ich ein experte,1562674093708,71,28,divers,Yes,NA,NA,NA,not at all,very much,images/stimuli/28.jpg,How much do you like this painting?,3,11,Tue Jul 09 2019 14:07:02 GMT+0200 (Mitteleuropäische Sommerzeit),1562674022061,1.1941166666666667,b1_exp,57
439,,1010,98,hier bin ich ein experte,1562674093708,71,2,divers,Yes,NA,NA,NA,not at all,very much,images/stimuli/2.jpg,How much do you like this painting?,5,11,Tue Jul 09 2019 14:07:02 GMT+0200 (Mitteleuropäische Sommerzeit),1562674022061,1.1941166666666667,b1_exp,58
439,,1318,98,hier bin ich ein experte,1562674093708,71,10,divers,Yes,NA,NA,NA,not at all,very much,images/stimuli/10.jpg,How much do you like this painting?,2,11,Tue Jul 09 2019 14:07:02 GMT+0200 (Mitteleuropäische Sommerzeit),1562674022061,1.1941166666666667,b1_exp,59
439,,2793,98,hier bin ich ein experte,1562674093708,71,59,divers,Yes,NA,NA,NA,not at all,very much,images/stimuli/59.jpg,How much do you like this painting?,4,11,Tue Jul 09 2019 14:07:02 GMT+0200 (Mitteleuropäische Sommerzeit),1562674022061,1.1941166666666667,b1_exp,60
439,,2165,98,hier bin ich ein experte,1562674093708,71,24,divers,Yes,NA,NA,NA,not at all,very much,images/stimuli/24.jpg,How well can you identify patterns in this painting?,1,11,Tue Jul 09 2019 14:07:02 GMT+0200 (Mitteleuropäische Sommerzeit),1562674022061,1.1941166666666667,b2_exp,1
439,,1041,98,hier bin ich ein experte,1562674093708,71,30,divers,Yes,NA,NA,NA,not at all,very much,images/stimuli/30.jpg,How well can you identify patterns in this painting?,3,11,Tue Jul 09 2019 14:07:02 GMT+0200 (Mitteleuropäische Sommerzeit),1562674022061,1.1941166666666667,b2_exp,2
439,,1206,98,hier bin ich ein experte,1562674093708,71,14,divers,Yes,NA,NA,NA,not at all,very much,images/stimuli/14.jpg,How well can you identify patterns in this painting?,4,11,Tue Jul 09 2019 14:07:02 GMT+0200 (Mitteleuropäische Sommerzeit),1562674022061,1.1941166666666667,b2_exp,3
439,,436,98,hier bin ich ein experte,1562674093708,71,38,divers,Yes,NA,NA,NA,not at all,very much,images/stimuli/38.jpg,How well can you identify patterns in this painting?,5,11,Tue Jul 09 2019 14:07:02 GMT+0200 (Mitteleuropäische Sommerzeit),1562674022061,1.1941166666666667,b2_exp,4
439,,1599,98,hier bin ich ein experte,1562674093708,71,57,divers,Yes,NA,NA,NA,not at all,very much,images/stimuli/57.jpg,How well can you identify patterns in this painting?,5,11,Tue Jul 09 2019 14:07:02 GMT+0200 (Mitteleuropäische Sommerzeit),1562674022061,1.1941166666666667,b2_exp,5
439,,1828,98,hier bin ich ein experte,1562674093708,71,55,divers,Yes,NA,NA,NA,not at all,very much,images/stimuli/55.jpg,How well can you identify patterns in this painting?,2,11,Tue Jul 09 2019 14:07:02 GMT+0200 (Mitteleuropäische Sommerzeit),1562674022061,1.1941166666666667,b2_exp,6
439,,2444,98,hier bin ich ein experte,1562674093708,71,28,divers,Yes,NA,NA,NA,not at all,very much,images/stimuli/28.jpg,How well can you identify patterns in this painting?,1,11,Tue Jul 09 2019 14:07:02 GMT+0200 (Mitteleuropäische Sommerzeit),1562674022061,1.1941166666666667,b2_exp,7
439,,1364,98,hier bin ich ein experte,1562674093708,71,26,divers,Yes,NA,NA,NA,not at all,very much,images/stimuli/26.jpg,How well can you identify patterns in this painting?,1,11,Tue Jul 09 2019 14:07:02 GMT+0200 (Mitteleuropäische Sommerzeit),1562674022061,1.1941166666666667,b2_exp,8
439,,1238,98,hier bin ich ein experte,1562674093708,71,58,divers,Yes,NA,NA,NA,not at all,very much,images/stimuli/58.jpg,How well can you identify patterns in this painting?,5,11,Tue Jul 09 2019 14:07:02 GMT+0200 (Mitteleuropäische Sommerzeit),1562674022061,1.1941166666666667,b2_exp,9
439,,1127,98,hier bin ich ein experte,1562674093708,71,21,divers,Yes,NA,NA,NA,not at all,very much,images/stimuli/21.jpg,How well can you identify patterns in this painting?,4,11,Tue Jul 09 2019 14:07:02 GMT+0200 (Mitteleuropäische Sommerzeit),1562674022061,1.1941166666666667,b2_exp,10
439,,1430,98,hier bin ich ein experte,1562674093708,71,17,divers,Yes,NA,NA,NA,not at all,very much,images/stimuli/17.jpg,How well can you identify patterns in this painting?,4,11,Tue Jul 09 2019 14:07:02 GMT+0200 (Mitteleuropäische Sommerzeit),1562674022061,1.1941166666666667,b2_exp,11
439,,891,98,hier bin ich ein experte,1562674093708,71,32,divers,Yes,NA,NA,NA,not at all,very much,images/stimuli/32.jpg,How well can you identify patterns in this painting?,1,11,Tue Jul 09 2019 14:07:02 GMT+0200 (Mitteleuropäische Sommerzeit),1562674022061,1.1941166666666667,b2_exp,12
439,,1084,98,hier bin ich ein experte,1562674093708,71,31,divers,Yes,NA,NA,NA,not at all,very much,images/stimuli/31.jpg,How well can you identify patterns in this painting?,7,11,Tue Jul 09 2019 14:07:02 GMT+0200 (Mitteleuropäische Sommerzeit),1562674022061,1.1941166666666667,b2_exp,13
439,,2729,98,hier bin ich ein experte,1562674093708,71,41,divers,Yes,NA,NA,NA,not at all,very much,images/stimuli/41.jpg,How well can you identify patterns in this painting?,7,11,Tue Jul 09 2019 14:07:02 GMT+0200 (Mitteleuropäische Sommerzeit),1562674022061,1.1941166666666667,b2_exp,14
439,,1338,98,hier bin ich ein experte,1562674093708,71,39,divers,Yes,NA,NA,NA,not at all,very much,images/stimuli/39.jpg,How well can you identify patterns in this painting?,2,11,Tue Jul 09 2019 14:07:02 GMT+0200 (Mitteleuropäische Sommerzeit),1562674022061,1.1941166666666667,b2_exp,15
439,,1623,98,hier bin ich ein experte,1562674093708,71,22,divers,Yes,NA,NA,NA,not at all,very much,images/stimuli/22.jpg,How well can you identify patterns in this painting?,1,11,Tue Jul 09 2019 14:07:02 GMT+0200 (Mitteleuropäische Sommerzeit),1562674022061,1.1941166666666667,b2_exp,16
439,,205,98,hier bin ich ein experte,1562674093708,71,34,divers,Yes,NA,NA,NA,not at all,very much,images/stimuli/34.jpg,How well can you identify patterns in this painting?,5,11,Tue Jul 09 2019 14:07:02 GMT+0200 (Mitteleuropäische Sommerzeit),1562674022061,1.1941166666666667,b2_exp,17
439,,1975,98,hier bin ich ein experte,1562674093708,71,18,divers,Yes,NA,NA,NA,not at all,very much,images/stimuli/18.jpg,How well can you identify patterns in this painting?,2,11,Tue Jul 09 2019 14:07:02 GMT+0200 (Mitteleuropäische Sommerzeit),1562674022061,1.1941166666666667,b2_exp,18
439,,2922,98,hier bin ich ein experte,1562674093708,71,15,divers,Yes,NA,NA,NA,not at all,very much,images/stimuli/15.jpg,How well can you identify patterns in this painting?,6,11,Tue Jul 09 2019 14:07:02 GMT+0200 (Mitteleuropäische Sommerzeit),1562674022061,1.1941166666666667,b2_exp,19
439,,1867,98,hier bin ich ein experte,1562674093708,71,4,divers,Yes,NA,NA,NA,not at all,very much,images/stimuli/4.jpg,How well can you identify patterns in this painting?,4,11,Tue Jul 09 2019 14:07:02 GMT+0200 (Mitteleuropäische Sommerzeit),1562674022061,1.1941166666666667,b2_exp,20
439,,2848,98,hier bin ich ein experte,1562674093708,71,42,divers,Yes,NA,NA,NA,not at all,very much,images/stimuli/42.jpg,How well can you identify patterns in this painting?,1,11,Tue Jul 09 2019 14:07:02 GMT+0200 (Mitteleuropäische Sommerzeit),1562674022061,1.1941166666666667,b2_exp,21
439,,1393,98,hier bin ich ein experte,1562674093708,71,47,divers,Yes,NA,NA,NA,not at all,very much,images/stimuli/47.jpg,How well can you identify patterns in this painting?,2,11,Tue Jul 09 2019 14:07:02 GMT+0200 (Mitteleuropäische Sommerzeit),1562674022061,1.1941166666666667,b2_exp,22
439,,1558,98,hier bin ich ein experte,1562674093708,71,48,divers,Yes,NA,NA,NA,not at all,very much,images/stimuli/48.jpg,How well can you identify patterns in this painting?,1,11,Tue Jul 09 2019 14:07:02 GMT+0200 (Mitteleuropäische Sommerzeit),1562674022061,1.1941166666666667,b2_exp,23
439,,451,98,hier bin ich ein experte,1562674093708,71,54,divers,Yes,NA,NA,NA,not at all,very much,images/stimuli/54.jpg,How well can you identify patterns in this painting?,1,11,Tue Jul 09 2019 14:07:02 GMT+0200 (Mitteleuropäische Sommerzeit),1562674022061,1.1941166666666667,b2_exp,24
439,,1406,98,hier bin ich ein experte,1562674093708,71,12,divers,Yes,NA,NA,NA,not at all,very much,images/stimuli/12.jpg,How well can you identify patterns in this painting?,1,11,Tue Jul 09 2019 14:07:02 GMT+0200 (Mitteleuropäische Sommerzeit),1562674022061,1.1941166666666667,b2_exp,25
439,,1233,98,hier bin ich ein experte,1562674093708,71,9,divers,Yes,NA,NA,NA,not at all,very much,images/stimuli/9.jpg,How well can you identify patterns in this painting?,4,11,Tue Jul 09 2019 14:07:02 GMT+0200 (Mitteleuropäische Sommerzeit),1562674022061,1.1941166666666667,b2_exp,26
439,,2077,98,hier bin ich ein experte,1562674093708,71,40,divers,Yes,NA,NA,NA,not at all,very much,images/stimuli/40.jpg,How well can you identify patterns in this painting?,2,11,Tue Jul 09 2019 14:07:02 GMT+0200 (Mitteleuropäische Sommerzeit),1562674022061,1.1941166666666667,b2_exp,27
439,,1847,98,hier bin ich ein experte,1562674093708,71,36,divers,Yes,NA,NA,NA,not at all,very much,images/stimuli/36.jpg,How well can you identify patterns in this painting?,5,11,Tue Jul 09 2019 14:07:02 GMT+0200 (Mitteleuropäische Sommerzeit),1562674022061,1.1941166666666667,b2_exp,28
439,,521,98,hier bin ich ein experte,1562674093708,71,3,divers,Yes,NA,NA,NA,not at all,very much,images/stimuli/3.jpg,How well can you identify patterns in this painting?,3,11,Tue Jul 09 2019 14:07:02 GMT+0200 (Mitteleuropäische Sommerzeit),1562674022061,1.1941166666666667,b2_exp,29
439,,1389,98,hier bin ich ein experte,1562674093708,71,33,divers,Yes,NA,NA,NA,not at all,very much,images/stimuli/33.jpg,How well can you identify patterns in this painting?,3,11,Tue Jul 09 2019 14:07:02 GMT+0200 (Mitteleuropäische Sommerzeit),1562674022061,1.1941166666666667,b2_exp,30
439,,2321,98,hier bin ich ein experte,1562674093708,71,35,divers,Yes,NA,NA,NA,not at all,very much,images/stimuli/35.jpg,How well can you identify patterns in this painting?,1,11,Tue Jul 09 2019 14:07:02 GMT+0200 (Mitteleuropäische Sommerzeit),1562674022061,1.1941166666666667,b2_exp,31
